Sample	Trim_or_Raw	Direction	Filename	Read_Length	Num_Reads
S00180B	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S00180B_NoIndex_L006_R1.fq.gz	51	197396373
S00180B	trimdata	R2	../../processing_test2/S_endobioticum/DNA/data/Se_S00180B/S00180B_NoIndex_L006_trim_6-0-0_R2.fq.gz	45	197396373
S00180B	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S00180B_NoIndex_L006_R2.fq.gz	51	197396373
S001707	trimdata	R1	../../processing_test2/S_endobioticum/DNA/data/Se_S001707/S001707_GTGAAA_L007_trim_6-0-0_R1.fq.gz	95	36687427
S001707	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231FACXX/S001707_GTGAAA_L007_R1.fq.gz	101	36687427
S001707	trimdata	R2	../../processing_test2/S_endobioticum/DNA/data/Se_S001707/S001707_GTGAAA_L007_trim_6-0-0_R2.fq.gz	95	36687427
S001707	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231FACXX/S001707_GTGAAA_L007_R2.fq.gz	101	36687427
S001417	trimdata	R1	../../processing_test2/T_caries/DNA/data/Tca_S001417/S001417_NoIndex_L001_trim_8-0-0_R1.fq.gz	43	124755431
S001417	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001417_NoIndex_L001_R1.fq.gz	51	124755431
S001417	trimdata	R2	../../processing_test2/T_caries/DNA/data/Tca_S001417/S001417_NoIndex_L001_trim_8-0-0_R2.fq.gz	43	124755431
S001417	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001417_NoIndex_L001_R2.fq.gz	51	124755431
S001808	trimdata	R1	../../processing_test2/G_rostochiensis/DNA/data/Gr_S001808/S001808_NoIndex_L002_trim_6-0-0_R1.fq.gz	45	182835905
S001808	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S001808_NoIndex_L002_R1.fq.gz	51	182835905
S001808	trimdata	R2	../../processing_test2/G_rostochiensis/DNA/data/Gr_S001808/S001808_NoIndex_L002_trim_6-0-0_R2.fq.gz	45	182835905
S001808	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S001808_NoIndex_L002_R2.fq.gz	51	182835905
S00141B	trimdata	R1	../../processing_test2/G_rostochiensis/DNA/data/Gr_S00141B/S00141B_NoIndex_L007_trim_4-0-0_R1.fq.gz	47	108669886
S00141B	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S00141B_NoIndex_L007_R1.fq	51	108669886
S00141B	trimdata	R2	../../processing_test2/G_rostochiensis/DNA/data/Gr_S00141B/S00141B_NoIndex_L007_trim_8-0-0_R2.fq.gz	43	108669886
S00141B	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S00141B_NoIndex_L007_R2.fq	51	108669886
S001387	trimdata	R1	../../processing_test2/T_caries/DNA/data/Tca_S001387/S001387_ATTCCT_L001_trim_9-0-0_R1.fq.gz	92	15203213
S001387	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S001387_ATTCCT_L001_R1.fq.gz	101	15203213
S001387	trimdata	R2	../../processing_test2/T_caries/DNA/data/Tca_S001387/S001387_ATTCCT_L001_trim_9-0-0_R2.fq.gz	92	15203213
S001387	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S001387_ATTCCT_L001_R2.fq.gz	101	15203213
S000D05	trimdata	R1	../../processing_test2/T_controversa/DNA/data/Tc_S000D05/S000D05_CCGTCC_L001_trim_4-0-0_R1.fq.gz	97	9702647
S000D05	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D05_CCGTCC_L001_R1.fq.gz	101	9702647
S000D05	trimdata	R2	../../processing_test2/T_controversa/DNA/data/Tc_S000D05/S000D05_CCGTCC_L001_trim_4-0-0_R2.fq.gz	97	9702647
S000D05	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D05_CCGTCC_L001_R2.fq.gz	101	9702647
S0017B1	trimdata	R1	../../processing_test2/T_controversa/DNA/data/Tc_S0017B1/S0017B1_CAGATC_L008_trim_3-0-0_R1.fq.gz	69	13188591
S0017B1	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2CK5ACXX/S0017B1_CAGATC_L008_R1.fq.gz	101	13186085
S0017B1	trimdata	R2	../../processing_test2/T_controversa/DNA/data/Tc_S0017B1/S0017B1_CAGATC_L008_trim_3-0-0_R2.fq.gz	69	13189244
S0017B1	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2CK5ACXX/S0017B1_CAGATC_L008_R2.fq.gz	101	13186085
S001711	trimdata	R1	../../processing_test2/T_caries/DNA/data/Tca_S001711/S001711_NoIndex_L007_trim_6-0-0_R1.fq.gz	45	189970230
S001711	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D24LKACXX/S001711_NoIndex_L007_R1.fq.gz	51	189970230
S001711	trimdata	R2	../../processing_test2/T_caries/DNA/data/Tca_S001711/S001711_NoIndex_L007_trim_6-0-0_R2.fq.gz	45	189970230
S001711	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D24LKACXX/S001711_NoIndex_L007_R2.fq.gz	51	189970230
S000D01	trimdata	R1	../../processing_test2/T_walkeri/DNA/data/Tw_S000D01/S000D01_GTGAAA_L001_trim_8-0-0_R1.fq.gz	93	13342499
S000D01	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D01_GTGAAA_L001_R1.fq.gz	101	13342499
S000D01	trimdata	R2	../../processing_test2/T_walkeri/DNA/data/Tw_S000D01/S000D01_GTGAAA_L001_trim_8-0-0_R2.fq.gz	93	13342499
S000D01	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D01_GTGAAA_L001_R2.fq.gz	101	13342499
S001416	trimdata	R1	../../processing_test2/T_indica/DNA/data/Ti_S001416/S001416_NoIndex_L003_trim_6-0-0_R1.fq.gz	45	119599978
S001416	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001416_NoIndex_L003_R1.fq.gz	51	119599978
S001416	trimdata	R2	../../processing_test2/T_indica/DNA/data/Ti_S001416/S001416_NoIndex_L003_trim_8-0-0_R2.fq.gz	43	119599978
S001416	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001416_NoIndex_L003_R2.fq.gz	51	119599978
S001715	trimdata	R1	../../processing_test2/P_verrucosum/DNA/data/Pv_S001715/S001715_NoIndex_L004_trim_3-0-0_R1.fq.gz	48	188238943
S001715	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001715_NoIndex_L004_R1.fq.gz	51	188238943
S001715	trimdata	R2	../../processing_test2/P_verrucosum/DNA/data/Pv_S001715/S001715_NoIndex_L004_trim_3-0-0_R2.fq.gz	48	188238943
S001715	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001715_NoIndex_L004_R2.fq.gz	51	188238943
S001381	trimdata	R1	../../processing_test2/S_endobioticum/DNA/data/Se_S001381/S001381_ATTCCT_L006_trim_6-0-0_R1.fq.gz	95	37220327
S001381	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231FACXX/S001381_ATTCCT_L006_R1.fq.gz	101	37220327
S001381	trimdata	R2	../../processing_test2/S_endobioticum/DNA/data/Se_S001381/S001381_ATTCCT_L006_trim_6-0-0_R2.fq.gz	95	37220327
S001381	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231FACXX/S001381_ATTCCT_L006_R2.fq.gz	101	37220327
S001807	trimdata	R1	../../processing_test2/S_endobioticum/DNA/data/Se_S001807/S001807_NoIndex_L007_trim_6-0-0_R1.fq.gz	45	172470005
S001807	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S001807_NoIndex_L007_R1.fq.gz	51	172470005
S001807	trimdata	R2	../../processing_test2/S_endobioticum/DNA/data/Se_S001807/S001807_NoIndex_L007_trim_6-0-0_R2.fq.gz	45	172470005
S001807	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S001807_NoIndex_L007_R2.fq.gz	51	172470005
S001713	trimdata	R1	../../processing_test2/T_walkeri/DNA/data/Tw_S001713/S001713_NoIndex_L003_trim_7-0-0_R1.fq.gz	44	156666714
S001713	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001713_NoIndex_L003_R1.fq.gz	51	156660045
S001713	trimdata	R2	../../processing_test2/T_walkeri/DNA/data/Tw_S001713/S001713_NoIndex_L003_trim_7-0-0_R2.fq.gz	44	156666600
S001713	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001713_NoIndex_L003_R2.fq.gz	51	156660045
S001419	trimdata	R1	../../processing_test2/T_controversa/DNA/data/Tc_S001419/S001419_NoIndex_L002_trim_8-0-0_R1.fq.gz	43	94453726
S001419	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001419_NoIndex_L002_R1.fq.gz	51	94453726
S001419	trimdata	R2	../../processing_test2/T_controversa/DNA/data/Tc_S001419/S001419_NoIndex_L002_trim_8-0-0_R2.fq.gz	43	94453726
S001419	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001419_NoIndex_L002_R2.fq.gz	51	94453726
S001712	trimdata	R1	../../processing_test2/T_controversa/DNA/data/Tc_S001712/S001712_NoIndex_L001_trim_7-0-0_R1.fq.gz	44	170876356
S001712	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001712_NoIndex_L001_R1.fq.gz	51	170867000
S001712	trimdata	R2	../../processing_test2/T_controversa/DNA/data/Tc_S001712/S001712_NoIndex_L001_trim_7-0-0_R2.fq.gz	44	170876615
S001712	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001712_NoIndex_L001_R2.fq.gz	51	170867000
S00171D	trimdata	R1	../../processing_test2/D_destructor/DNA/data/Dd_S00171D/S00171D_NoIndex_L002_trim_6-0-0_R1.fq.gz	45	129270875
S00171D	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D24LKACXX/S00171D_NoIndex_L002_R1.fq.gz	51	129270875
S00171D	trimdata	R2	../../processing_test2/D_destructor/DNA/data/Dd_S00171D/S00171D_NoIndex_L002_trim_6-0-0_R2.fq.gz	45	129270875
S00171D	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D24LKACXX/S00171D_NoIndex_L002_R2.fq.gz	51	129270875
S00106E	trimdata	R1	../../processing_test2/P_verrucosum/DNA/data/Pv_S00106E/S00106E_TTAGGC_L002_trim_5-0-0_R1.fq.gz	96	31752989
S00106E	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106E_TTAGGC_L002_R1.fq.gz	101	31752989
S00106E	trimdata	R2	../../processing_test2/P_verrucosum/DNA/data/Pv_S00106E/S00106E_TTAGGC_L002_trim_4-0-0_R2.fq.gz	97	31752989
S00106E	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106E_TTAGGC_L002_R2.fq.gz	101	31752989
S001703	trimdata	R1	../../processing_test2/G_rostochiensis/DNA/data/Gr_S001703/S001703_NoIndex_L006_trim_6-0-0_R1.fq.gz	45	103563189
S001703	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D24LKACXX/S001703_NoIndex_L006_R1.fq	51	103563189
S001703	trimdata	R2	../../processing_test2/G_rostochiensis/DNA/data/Gr_S001703/S001703_NoIndex_L006_trim_6-0-0_R2.fq.gz	45	103563189
S001703	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D24LKACXX/S001703_NoIndex_L006_R2.fq	51	103563189
S0017B7	trimdata	R1	../../processing_test2/S_endobioticum/DNA/data/Se_S0017B7/S0017B7_AGTTCC_L008_trim_9-0-0_R1.fq.gz	69	24919591
S0017B7	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2CK5ACXX/S0017B7_AGTTCC_L008_R1.fq.gz	101	24902333
S0017B7	trimdata	R2	../../processing_test2/S_endobioticum/DNA/data/Se_S0017B7/S0017B7_AGTTCC_L008_trim_9-0-0_R2.fq.gz	69	24916670
S0017B7	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2CK5ACXX/S0017B7_AGTTCC_L008_R2.fq.gz	101	24902333
S001728	trimdata	R1	../../processing_test2/D_dipsaci/DNA/data/Ddi_S001728/S001728_NoIndex_L001_trim_6-0-0_R1.fq.gz	45	135044663
S001728	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S001728_NoIndex_L001_R1.fq.gz	51	135044663
S001728	trimdata	R2	../../processing_test2/D_dipsaci/DNA/data/Ddi_S001728/S001728_NoIndex_L001_trim_6-0-0_R2.fq.gz	45	135044663
S001728	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S001728_NoIndex_L001_R2.fq.gz	51	135044663
S001389	trimdata	R1	../../processing_test2/G_rostochiensis/DNA/data/Gr_S001389/S001389_CTTGTA_L002_trim_6-0-0_R1.fq.gz	95	44611463
S001389	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S001389_CTTGTA_L002_R1.fq.gz	101	44611463
S001389	trimdata	R2	../../processing_test2/G_rostochiensis/DNA/data/Gr_S001389/S001389_CTTGTA_L002_trim_6-0-0_R2.fq.gz	95	44611463
S001389	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231CACXX/S001389_CTTGTA_L002_R2.fq.gz	101	44611463
S001418	trimdata	R1	../../processing_test2/T_walkeri/DNA/data/Tw_S001418/S001418_NoIndex_L005_trim_5-0-0_R1.fq.gz	46	127088559
S001418	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001418_NoIndex_L005_R1.fq.gz	51	127088559
S001418	trimdata	R2	../../processing_test2/T_walkeri/DNA/data/Tw_S001418/S001418_NoIndex_L005_trim_6-0-0_R2.fq.gz	45	127088559
S001418	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S001418_NoIndex_L005_R2.fq.gz	51	127088559
S001710	trimdata	R1	../../processing_test2/T_indica/DNA/data/Ti_S001710/S001710_NoIndex_L002_trim_6-0-0_R1.fq.gz	45	197054881
S001710	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001710_NoIndex_L002_R1.fq.gz	51	197054881
S001710	trimdata	R2	../../processing_test2/T_indica/DNA/data/Ti_S001710/S001710_NoIndex_L002_trim_6-0-0_R2.fq.gz	45	197054881
S001710	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001710_NoIndex_L002_R2.fq.gz	51	197054881
S00141C	trimdata	R1	../../processing_test2/D_destructor/DNA/data/Dd_S00141C/S00141C_NoIndex_L006_trim_2-0-0_R1.fq.gz	49	115890596
S00141C	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S00141C_NoIndex_L006_R1.fq.gz	51	115890596
S00141C	trimdata	R2	../../processing_test2/D_destructor/DNA/data/Dd_S00141C/S00141C_NoIndex_L006_trim_2-0-0_R2.fq.gz	49	115890596
S00141C	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D20DTACXX/S00141C_NoIndex_L006_R2.fq.gz	51	115890596
S001714	trimdata	R1	../../processing_test2/P_verrucosum/DNA/data/Pv_S001714/S001714_NoIndex_L005_trim_6-0-0_R1.fq.gz	45	200110507
S001714	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001714_NoIndex_L005_R1.fq.gz	51	200110507
S001714	trimdata	R2	../../processing_test2/P_verrucosum/DNA/data/Pv_S001714/S001714_NoIndex_L005_trim_6-0-0_R2.fq.gz	45	200110507
S001714	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C1MUCACXX/S001714_NoIndex_L005_R2.fq.gz	51	200110507
S00171C	trimdata	R1	../../processing_test2/S_endobioticum/DNA/data/Se_S00171C/S00171C_NoIndex_L001_trim_0-0-0_R1.fq.gz	51	104293040
S00171C	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D24LKACXX/S00171C_NoIndex_L001_R1.fq.gz	51	104293040
S00171C	trimdata	R2	../../processing_test2/S_endobioticum/DNA/data/Se_S00171C/S00171C_NoIndex_L001_trim_0-0-0_R2.fq.gz	51	104293040
S00171C	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D24LKACXX/S00171C_NoIndex_L001_R2.fq.gz	51	104293040
S00180A	trimdata	R1	../../processing_test2/S_endobioticum/DNA/data/Se_S00180A/S00180A_NoIndex_L005_trim_3-0-0_R1.fq.gz	48	203089168
S00180A	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S00180A_NoIndex_L005_R1.fq.gz	51	203089168
S00180A	trimdata	R2	../../processing_test2/S_endobioticum/DNA/data/Se_S00180A/S00180A_NoIndex_L005_trim_3-0-0_R2.fq.gz	48	203089168
S00180A	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C2DRAACXX/S00180A_NoIndex_L005_R2.fq.gz	51	203089168
S000D04	trimdata	R1	../../processing_test2/T_indica/DNA/data/Ti_S000D04/S000D04_GTCCGC_L001_trim_4-0-0_R1.fq.gz	97	9709360
S000D04	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D04_GTCCGC_L001_R1.fq.gz	101	9709360
S000D04	trimdata	R2	../../processing_test2/T_indica/DNA/data/Ti_S000D04/S000D04_GTCCGC_L001_trim_4-0-0_R2.fq.gz	97	9709360
S000D04	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D04_GTCCGC_L001_R2.fq.gz	101	9709360
S001700	trimdata	R1	../../processing_test2/D_dipsaci/DNA/data/Ddi_S001700/S001700_GTTTCG_L008_trim_6-0-0_R1.fq.gz	95	76737148
S001700	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231FACXX/S001700_GTTTCG_L008_R1.fq.gz	101	76737148
S001700	trimdata	R2	../../processing_test2/D_dipsaci/DNA/data/Ddi_S001700/S001700_GTTTCG_L008_trim_6-0-0_R2.fq.gz	95	76737148
S001700	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_C231FACXX/S001700_GTTTCG_L008_R2.fq.gz	101	76737148
S000D03	trimdata	R1	../../processing_test2/T_caries/DNA/data/Tca_S000D03/S000D03_ATGTCA_L001_trim_4-0-0_R1.fq.gz	97	14311341
S000D03	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D03_ATGTCA_L001_R1.fq.gz	101	14311341
S000D03	trimdata	R2	../../processing_test2/T_caries/DNA/data/Tca_S000D03/S000D03_ATGTCA_L001_trim_4-0-0_R2.fq.gz	97	14311341
S000D03	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0ULDACXX/S000D03_ATGTCA_L001_R2.fq.gz	101	14311341
S00106F	trimdata	R1	../../processing_test2/D_destructor/DNA/data/Dd_S00106F/S00106F_GTGAAA_L002_trim_5-0-0_R1.fq.gz	96	52831511
S00106F	rawdata	R1	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106F_GTGAAA_L002_R1.fq.gz	101	52831511
S00106F	trimdata	R2	../../processing_test2/D_destructor/DNA/data/Dd_S00106F/S00106F_GTGAAA_L002_trim_6-0-0_R2.fq.gz	95	52831511
S00106F	rawdata	R2	/isilon/biodiversity/data/raw/illumina/PBI/Project_D0AH9ACXX/S00106F_GTGAAA_L002_R2.fq.gz	101	52831511
