Arcobacter cibarius	strain LMG 21996	S001374	trim	LMG_21996	/isilon/biodiversity/projects/CRTI/specimen/A_cibarius/release/Ac_LMG_21996_R01/Ac_LMG_21996_R01_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/A_cibarius/release/Ac_LMG_21996_R01V1/	Ac_LMG_21996_R01V1
Penicillium verrucosum	strain KAS 4260	S000D0A	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D0B	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D0C	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D0D	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D0E	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D0F	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D10	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D11	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D12	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D13	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D14	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D15	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D16	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D18	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Penicillium verrucosum	strain KAS 4260	S000D1A	trim	KAS_4260	/isilon/biodiversity/projects/CRTI/specimen/P_verrucosum/release/Pv_KAS_4260_R02/Pv_KAS_4260_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/P_verrucosum/release/Pv_KAS_4260_R02V1	Pv_KAS_4260_R02V1
Ralstonia solanacearum	NCPPB 325 race 3 biovar 1	S00142C	trim	NCPPB_909_race_3_biovar_2	/isilon/biodiversity/projects/CRTI/specimen/R_solanacearum/release/Rs_NCPPB_909_race_3_biovar_2_R01/Rs_NCPPB_909_race_3_biovar_2_R01_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/R_solanacearum/release/Rs_NCPPB_909_race_3_biovar_2_R01V1	Rs_NCPPB_909_race_3_biovar_2_R01V1
Ralstonia solanacearum	NCPPB 790 race 3 biovar 3	S001465	trim	NCPPB_909_race_3_biovar_2	/isilon/biodiversity/projects/CRTI/specimen/R_solanacearum/release/Rs_NCPPB_909_race_3_biovar_2_R01/Rs_NCPPB_909_race_3_biovar_2_R01_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/R_solanacearum/release/Rs_NCPPB_909_race_3_biovar_2_R01V1	Rs_NCPPB_909_race_3_biovar_2_R01V1
Ralstonia solanacearum	NCPPB 909 race 3 biovar 2	S00142D	trim	NCPPB_909_race_3_biovar_2	/isilon/biodiversity/projects/CRTI/specimen/R_solanacearum/release/Rs_NCPPB_909_race_3_biovar_2_R01/Rs_NCPPB_909_race_3_biovar_2_R01_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/R_solanacearum/release/Rs_NCPPB_909_race_3_biovar_2_R01V1	Rs_NCPPB_909_race_3_biovar_2_R01V1
Ralstonia solanacearum	race 3 biovar 2 906 IIB-1 with low cold-Cl	S001466	trim	race_3_biovar_2_906_IIB-1_with_low_cold-Cl	/isilon/biodiversity/projects/CRTI/specimen/R_solanacearum/release/Rs_race_3_biovar_2_906_IIB-1_with_low_cold-Cl_R01/Rs_race_3_biovar_2_906_IIB-1_with_low_cold-Cl_R01_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/R_solanacearum/release/Rs_race_3_biovar_2_906_IIB-1_with_low_cold-Cl_R01V1	Rs_race_3_biovar_2_906_IIB-1_with_low_cold-Cl_R01V1
Streptomyces scabies	CG-1	S000D19	trim	CG-1	/isilon/biodiversity/projects/CRTI/specimen/S_scabies/release/Ss_CG-1_R02/Ss_CG-1_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/S_scabies/release/Ss_CG-1_R02V1	Ss_CG-1_R02V1
Streptomyces scabies	CG-1	S00107B	trim	CG-1	/isilon/biodiversity/projects/CRTI/specimen/S_scabies/release/Ss_CG-1_R02/Ss_CG-1_R02_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/S_scabies/release/Ss_CG-1_R02V1	Ss_CG-1_R02V1
Tilletia caries	DAOM 238032	S001430	trim	DAOM_238032	/isilon/biodiversity/projects/CRTI/specimen/T_caries/release/Tca_DAOM_238032_R01/Tca_DAOM_238032_R01_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/T_caries/release/Tca_DAOM_238032_R01V1	Tca_DAOM_238032_R01V1
Tilletia controversa	DAOM 236426	S001274	trim	DAOM_236426	/isilon/biodiversity/projects/CRTI/specimen/T_controversa/release/Tc_DAOM_236426_R01/Tc_DAOM_236426_R01_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/T_controversa/release/Tc_DAOM_236426_R01V1	Tc_DAOM_236426_R01V1
Tilletia indica	DAOM 236416	S001278	trim	DAOM_236416	/isilon/biodiversity/projects/CRTI/specimen/T_indica/release/Ti_DAOM_236416_R01/Ti_DAOM_236416_R01_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/T_indica/release/Ti_DAOM_236416_R01V1	Ti_DAOM_236416_R01V1
Tilletia walkeri	DAOM 236422	S001276	trim	DAOM_236422	/isilon/biodiversity/projects/CRTI/specimen/T_walkeri/release/Tw_DAOM_236422_R01/Tw_DAOM_236422_R01_metadata.yml	/isilon/biodiversity/projects/CRTI/specimen/processing_test2/T_walkeri/release/Tw_DAOM_236422_R01/Tw_DAOM_236422_R01V1	Tw_DAOM_236422_R01Tw_DAOM_236422_R01V1
